userPrincipalName,displayName,surname,givenName,id,userType,jobTitle,department,accountEnabled,usageLocation,country,city,identityIssuer,createdDateTime
renestewart__MDe@airaviavista.onmicrosoft.com,Rene Stewart (Maintenance Department),Stewart,Rene,39494fe0-d03d-4c70-ba28-415dcb9d6cbc,Member,Maintainer,Maintenance Department,FALSE,FR,France,Paris,airaviavista.onmicrosoft.com,3/14/2024 1:22
ricardorodriguez__SSDe@airaviavista.onmicrosoft.com,Ricardo Rodriguez (Scheduling and Safety Department),Rodriguez,Ricardo,29a11373-4d4b-43bf-b725-fa009d9bf668,Member,Payload Manager,Scheduling and Safety Department,FALSE,GB,United Kingdom,London,airaviavista.onmicrosoft.com,3/14/2024 1:22
robertflowers__CSD@airaviavista.onmicrosoft.com,Robert Flowers (Customer Services Department),Flowers,Robert,7f0ad129-df48-41e9-935f-a5ac213c1337,Member,Check-in Personnel,Customer Services Department,FALSE,US,United States,Broward County,airaviavista.onmicrosoft.com,3/14/2024 1:22
rosiegutierrez__IFD@airaviavista.onmicrosoft.com,Rosie Gutierrez (In-Flight Department),Gutierrez,Rosie,d511ccd4-7696-4c96-96b0-a74c911aa9bf,Member,Second Officer,In-Flight Department,FALSE,GB,United Kingdom,London,airaviavista.onmicrosoft.com,3/14/2024 1:22
ruthpatrylak__MDe@airaviavista.onmicrosoft.com,Ruth Patrylak (Maintenance Department),Patrylak,Ruth,709642f6-c341-4751-bb1c-7c07c7bd553f,Member,Maintainer,Maintenance Department,FALSE,GB,United Kingdom,London,airaviavista.onmicrosoft.com,3/14/2024 1:22
ruthroddy__CSD@airaviavista.onmicrosoft.com,Ruth Roddy (Customer Services Department),Roddy,Ruth,90b8e2e5-62dc-467e-9010-9df54d739bbf,Member,Check-in Personnel,Customer Services Department,FALSE,FR,France,Paris,airaviavista.onmicrosoft.com,3/14/2024 1:22
ruthvargas__SSDe@airaviavista.onmicrosoft.com,Ruth Vargas (Scheduling and Safety Department),Vargas,Ruth,4d53f103-e14d-4167-8200-f4a918724010,Member,Flight Scheduling Manager,Scheduling and Safety Department,FALSE,US,United States,Boston,airaviavista.onmicrosoft.com,3/14/2024 1:22
samuelmartin__MDe@airaviavista.onmicrosoft.com,Samuel Martin (Maintenance Department),Martin,Samuel,f11158df-d37b-4d80-bb97-1576c21c2581,Member,Maintainer,Maintenance Department,FALSE,FR,France,Paris,airaviavista.onmicrosoft.com,3/14/2024 1:22
sarahconway__SSDe@airaviavista.onmicrosoft.com,Sarah Conway (Scheduling and Safety Department),Conway,Sarah,fa2103ae-bb06-4609-ae2e-1af1fa2ac5af,Member,Payload Manager,Scheduling and Safety Department,FALSE,GB,United Kingdom,London,airaviavista.onmicrosoft.com,3/14/2024 1:22
shastarobertson__MDe@airaviavista.onmicrosoft.com,Shasta Robertson (Maintenance Department),Robertson,Shasta,7f55d195-cc29-4146-8328-03f3e67150c2,Member,Maintainer,Maintenance Department,FALSE,FR,France,Paris,airaviavista.onmicrosoft.com,3/14/2024 1:22
sherylhickey__IFD@airaviavista.onmicrosoft.com,Sheryl Hickey (In-Flight Department),Hickey,Sheryl,37e1cead-b4a1-4601-9f05-2b58908e834d,Member,Captain,In-Flight Department,FALSE,FR,France,Paris,airaviavista.onmicrosoft.com,3/14/2024 1:22
staceysears__SSDe@airaviavista.onmicrosoft.com,Stacey Sears (Scheduling and Safety Department),Sears,Stacey,931130ab-ba37-4652-8bf0-35a22b87f877,Member,Payload Manager,Scheduling and Safety Department,FALSE,FR,France,Paris,airaviavista.onmicrosoft.com,3/14/2024 1:22
stanleyverne__ADe@airaviavista.onmicrosoft.com,Stanley Verne (Administrative Department),Verne,Stanley,d04854f9-a42c-44b5-b4ff-7b071a10422f,Member,Human Resources,Administrative Department,FALSE,GB,United Kingdom,London,airaviavista.onmicrosoft.com,3/14/2024 1:22
thanhsandhu__SSDe@airaviavista.onmicrosoft.com,Thanh Sandhu (Scheduling and Safety Department),Sandhu,Thanh,94cdaaaf-ffd5-4aaa-b605-d0f864858c07,Member,Payload Manager,Scheduling and Safety Department,FALSE,FR,France,Paris,airaviavista.onmicrosoft.com,3/14/2024 1:22
thomaslawson__IFD@airaviavista.onmicrosoft.com,Thomas Lawson (In-Flight Department),Lawson,Thomas,4568413a-7f52-4d36-b666-14815946ef02,Member,Captain,In-Flight Department,FALSE,GB,United Kingdom,London,airaviavista.onmicrosoft.com,3/14/2024 1:22
timothylevy__IFD@airaviavista.onmicrosoft.com,Timothy Levy (In-Flight Department),Levy,Timothy,6c32bd95-c329-4070-ba77-26e358e97a06,Member,Flight Attendant,In-Flight Department,FALSE,GB,United Kingdom,London,airaviavista.onmicrosoft.com,3/14/2024 1:22
timothystremming__ADe@airaviavista.onmicrosoft.com,Timothy Stremming (Administrative Department),Stremming,Timothy,445695e1-89cd-4339-8d9c-379b118f56a3,Member,Human Resources,Administrative Department,FALSE,US,United States,San Francisco,airaviavista.onmicrosoft.com,3/14/2024 1:22
valeriequelette__CSD@airaviavista.onmicrosoft.com,Valerie Quelette (Customer Services Department),Quelette,Valerie,cf3d2f1b-af5f-4988-b524-c735bddbdb0d,Member,Customer Service,Customer Services Department,FALSE,FR,France,Paris,airaviavista.onmicrosoft.com,3/14/2024 1:22
williammenzies__CSD@airaviavista.onmicrosoft.com,William Menzies (Customer Services Department),Menzies,William,effa6a25-f68c-4d40-a38d-770027134def,Member,Check-in Personnel,Customer Services Department,FALSE,US,United States,Boston,airaviavista.onmicrosoft.com,3/14/2024 1:22
williamspalding__IFD@airaviavista.onmicrosoft.com,William Spalding (In-Flight Department),Spalding,William,f389308d-522d-4649-87f3-56f6aefeefb5,Member,First Officer,In-Flight Department,FALSE,GB,United Kingdom,London,airaviavista.onmicrosoft.com,3/14/2024 1:22
williekillion__SSDe@airaviavista.onmicrosoft.com,Willie Killion (Scheduling and Safety Department),Killion,Willie,12dd5635-f4b5-486f-895d-7d5f6ffa17b1,Member,Payload Manager,Scheduling and Safety Department,FALSE,GB,United Kingdom,London,airaviavista.onmicrosoft.com,3/14/2024 1:22
willynorman__MDe@airaviavista.onmicrosoft.com,Willy Norman (Maintenance Department),Norman,Willy,85816ac9-99dc-4898-a341-18603e33fdaa,Member,Maintainer,Maintenance Department,FALSE,FR,France,Paris,airaviavista.onmicrosoft.com,3/14/2024 1:22
,,,,,,,,,,,,,
